A,Quantity,Transaction,Store,Product
40618,1,121520,4,Wrapping Paper
40619,3,121523,7,Wrapping Paper
40620,1,121523,7,Wrapping Paper
40621,6,121523,7,Bow
40622,6,121523,7,Bow
40623,1,121523,7,Bow
40624,6,121523,7,Bow
40625,1,121523,7,Bow
40626,5,121526,7,Bow
40627,1,121526,7,Prescription Med
40628,1,121526,7,Prescription Med
40629,13,121529,1,Bow
40630,2,121529,1,Bow
40631,4,121529,1,Bow
40632,2,121529,1,Bow
40633,4,121529,1,Bow
40634,4,121529,1,Bow
40635,4,121529,1,Bow
40636,4,121529,1,Bow
40637,4,121529,1,Bow
40638,4,121529,1,Bow
40639,4,121529,1,Bow
40640,4,121529,1,Bow
40641,1,121529,1,Wrapping Paper
40642,2,121529,1,Wrapping Paper
40643,1,121529,1,Wrapping Paper
40644,40,121529,1,Toothbrush
40645,1,121532,1,Bow
40646,2,121535,6,Toothbrush
40647,1,121535,6,Perfume
40648,6,121541,3,Bow
40649,2,121541,3,Bow
40650,2,121541,3,Bow
40651,2,121544,9,Candy Bar
40652,1,121544,9,Candy Bar
40653,1,121544,9,Candy Bar
40654,1,121544,9,Candy Bar
40655,4,121547,2,Bow
40656,4,121547,2,Bow
40657,2,121547,2,Bow
40658,2,121547,2,Bow
40659,4,121547,2,Bow
40660,2,121547,2,Bow
40661,1,121556,8,Magazine
40662,1,121556,8,Pencils
40663,1,121556,8,Candy Bar
40664,1,121565,3,Soap
40665,10,121568,7,Wrapping Paper
40666,1,121574,2,Soap
40667,7,121574,2,Soap
40668,1,121583,3,Prescription Med
40669,1,121589,2,Shampoo
40670,10,121595,10,Toothbrush
40671,1,121604,5,Pens
40672,1,121604,5,Soap
40673,1,121604,5,Soap
40674,1,121604,5,Soap
40675,1,121604,5,Soap
40676,1,121616,2,Soap
40677,1,121622,8,Candy Bar
40678,1,121622,8,Pencils
40679,1,121622,8,Toothpaste
40680,1,121625,6,Toothpaste
40681,1,121625,6,Toothpaste
40682,1,121625,6,Toothpaste
40683,1,121625,6,Toothpaste
40684,2,121628,5,Toothpaste
40685,2,121628,5,Toothpaste
40686,2,121628,5,Greeting Cards
40687,1,121631,4,Toothpaste
40688,1,121637,4,Perfume
40689,1,121637,4,Magazine
40690,2,121640,9,Magazine
40691,2,121640,9,Perfume
40692,2,121640,9,Perfume
40693,1,121646,10,Magazine
40694,1,121646,10,Perfume
40695,1,121652,8,Candy Bar
40696,1,121652,8,Candy Bar
40697,1,121652,8,Magazine
40698,1,121655,6,Pencils
40699,1,121658,6,Toothpaste
40700,2,121658,6,Greeting Cards
40701,2,121667,2,Greeting Cards
40702,2,121670,4,Greeting Cards
40703,2,121676,1,Pencils
40704,2,121676,1,Pencils
40705,1,121679,3,Candy Bar
40706,1,121679,3,Candy Bar
40707,1,121679,3,Toothpaste
40708,1,121688,7,Greeting Cards
40709,1,121688,7,Greeting Cards
40710,2,121688,7,Greeting Cards
40711,1,121688,7,Greeting Cards
40712,2,121688,7,Toothpaste
40713,1,121688,7,Toothpaste
40714,1,121688,7,Toothpaste
40715,1,121688,7,Toothpaste
40716,2,121688,7,Toothpaste
40717,2,121691,10,Greeting Cards
40718,1,121697,5,Pencils
40719,1,121697,5,Candy Bar
40720,1,121706,1,Toothpaste
40721,1,121709,4,Magazine
40722,1,121709,4,Photo Processing
40723,1,121709,4,Photo Processing
40724,2,121721,1,Pencils
40725,2,121721,1,Candy Bar
40726,2,121721,1,Candy Bar
40727,2,121721,1,Candy Bar
40728,2,121721,1,Candy Bar
40729,2,121724,5,Candy Bar
40730,3,121733,5,Pens
40731,3,121733,5,Magazine
40732,5,121736,2,Pens
40733,1,121742,8,Magazine
40734,4,121742,8,Candy Bar
40735,2,121742,8,Candy Bar
40736,1,121742,8,Toothpaste
40737,1,121742,8,Toothpaste
40738,1,121742,8,Toothpaste
40739,1,121742,8,Toothpaste
40740,1,121742,8,Toothpaste
40741,2,121748,5,Greeting Cards
40742,1,121751,5,Magazine
40743,1,121766,3,Candy Bar
40744,2,121766,3,Candy Bar
40745,8,121772,7,Candy Bar
40746,1,121772,7,Candy Bar
40747,9,121772,7,Magazine
40748,8,121772,7,Magazine
40749,1,121772,7,Greeting Cards
40750,1,121772,7,Pens
40751,8,121772,7,Pens
40752,7,121772,7,Pencils
40753,1,121781,6,Wrapping Paper
40754,2,121799,3,Photo Processing
40755,1,121799,3,Photo Processing
40756,1,121802,8,Greeting Cards
40757,1,121805,3,Pencils
40758,5,121814,1,Toothpaste
40759,3,121814,1,Toothpaste
40760,5,121814,1,Toothpaste
40761,5,121814,1,Toothpaste
40762,2,121829,8,Pencils
40763,2,121829,8,Candy Bar
40764,2,121829,8,Candy Bar
40765,2,121829,8,Candy Bar
40766,2,121829,8,Candy Bar
40767,2,121835,5,Magazine
40768,1,121844,6,Pencils
40769,1,121865,4,Magazine
40770,1,121865,4,Candy Bar
40771,1,121868,9,Toothpaste
40772,1,121871,8,Toothpaste
40773,1,121871,8,Candy Bar
40774,1,121871,8,Candy Bar
40775,1,121871,8,Greeting Cards
40776,4,121874,5,Wrapping Paper
40777,3,121877,4,Wrapping Paper
40778,1,121886,7,Magazine
40779,1,121886,7,Magazine
40780,1,121886,7,Greeting Cards
40781,2,121886,7,Greeting Cards
40782,2,121886,7,Greeting Cards
40783,1,121886,7,Greeting Cards
40784,1,121886,7,Greeting Cards
40785,1,121886,7,Greeting Cards
40786,1,121886,7,Greeting Cards
40787,2,121886,7,Greeting Cards
40788,1,121886,7,Greeting Cards
40789,1,121886,7,Candy Bar
40790,1,121886,7,Pencils
40791,1,121886,7,Pencils
40792,1,121886,7,Pencils
40793,1,121889,10,Magazine
40794,2,121889,10,Magazine
40795,3,121889,10,Magazine
40796,1,121889,10,Magazine
40797,2,121895,1,Toothpaste
40798,1,121904,2,Pencils
40799,1,121904,2,Pencils
40800,1,121904,2,Pencils
40801,1,121907,2,Greeting Cards
40802,1,121913,5,Pencils
40803,5,121919,3,Pencils
40804,2,121928,5,Pens
40805,2,121928,5,Pens
40806,2,121928,5,Pens
40807,2,121931,10,Pens
40808,1,121940,10,Pencils
40809,1,121943,3,Toothpaste
40810,1,121943,3,Pencils
40811,1,121943,3,Pencils
40812,1,121943,3,Magazine
40813,1,121946,2,Greeting Cards
40814,2,121949,3,Magazine
40815,1,121949,3,Magazine
40816,2,121949,3,Magazine
40817,1,121949,3,Magazine
40818,3,121952,10,Candy Bar
40819,1,121958,4,Candy Bar
40820,1,121958,4,Candy Bar
40821,1,121961,7,Candy Bar
40822,16,121967,3,Greeting Cards
40823,1,121967,3,Toothpaste
40824,1,121967,3,Toothpaste
40825,1,121970,3,Pens
40826,1,121973,9,Pens
40827,1,121982,10,Shampoo
40828,1,121982,10,Shampoo
40829,1,121982,10,Shampoo
40830,3,121991,5,Shampoo
40831,4,121994,8,Shampoo
40832,1,121997,2,Shampoo
40833,1,122000,7,Photo Processing
40834,1,122000,7,Magazine
40835,4,122012,3,Wrapping Paper
40836,1,122015,9,Pencils
40837,1,122015,9,Pencils
40838,1,122015,9,Pencils
40839,1,122015,9,Magazine
40840,1,122015,9,Toothpaste
40841,3,122018,2,Pens
40842,1,122021,2,Pens
40843,1,122024,9,Wrapping Paper
40844,12,122027,5,Magazine
40845,1,122027,5,Magazine
40846,7,122027,5,Magazine
40847,1,122030,6,Wrapping Paper
40848,1,122033,10,Wrapping Paper
40849,2,122045,1,Pain Reliever
40850,3,122045,1,Pain Reliever
40851,1,122048,6,Perfume
40852,3,122057,6,Perfume
40853,2,122063,9,Wrapping Paper
40854,1,122072,10,Magazine
40855,1,122075,4,Photo Processing
40856,1,122081,10,Toothpaste
40857,1,122081,10,Toothpaste
40858,1,122081,10,Toothpaste
40859,1,122081,10,Toothpaste
40860,1,122081,10,Pencils
40861,3,122108,4,Magazine
40862,2,122111,1,Magazine
40863,4,122111,1,Magazine
40864,2,122111,1,Photo Processing
40865,2,122111,1,Photo Processing
40866,4,122111,1,Photo Processing
40867,2,122111,1,Shampoo
40868,2,122111,1,Shampoo
40869,4,122111,1,Toothpaste
40870,2,122111,1,Toothpaste
40871,2,122111,1,Toothpaste
40872,2,122111,1,Toothpaste
40873,4,122111,1,Toothbrush
40874,4,122111,1,Greeting Cards
40875,2,122114,7,Magazine
40876,1,122135,4,Magazine
40877,1,122135,4,Greeting Cards
40878,1,122135,4,Candy Bar
40879,1,122138,2,Magazine
40880,1,122138,2,Magazine
40881,1,122138,2,Perfume
40882,1,122138,2,Perfume
40883,2,122138,2,Toothbrush
40884,1,122141,1,Perfume
40885,1,122144,10,Pencils
40886,1,122147,9,Magazine
40887,1,122153,3,Magazine
40888,1,122153,3,Pencils
40889,1,122153,3,Pencils
40890,1,122153,3,Pencils
40891,1,122153,3,Pencils
40892,5,122162,2,Pens
40893,1,122174,1,Toothbrush
40894,1,122177,7,Pens
40895,3,122180,5,Toothbrush
40896,1,122183,3,Pens
40897,1,122186,7,Pens
40898,1,122192,7,Pens
40899,2,122198,5,Pens
40900,1,122204,4,Toothpaste
40901,1,122204,4,Toothpaste
40902,1,122204,4,Toothpaste
40903,1,122204,4,Toothpaste
40904,1,122204,4,Magazine
40905,1,122204,4,Candy Bar
40906,1,122210,2,Candy Bar
40907,2,122210,2,Candy Bar
40908,1,122210,2,Candy Bar
40909,1,122210,2,Candy Bar
40910,1,122210,2,Candy Bar
40911,1,122210,2,Greeting Cards
40912,4,122213,2,Magazine
40913,1,122213,2,Perfume
40914,1,122219,1,Toothbrush
40915,1,122222,5,Toothbrush
40916,1,122234,6,Photo Processing
40917,1,122255,2,Pens
40918,1,122255,2,Pens
40919,1,122258,4,Greeting Cards
40920,1,122258,4,Toothpaste
40921,1,122261,6,Toothpaste
40922,1,122261,6,Greeting Cards
40923,1,122261,6,Greeting Cards
40924,2,122267,7,Greeting Cards
40925,2,122267,7,Greeting Cards
40926,1,122270,10,Candy Bar
40927,1,122276,6,Greeting Cards
40928,1,122279,6,Pencils
40929,1,122282,1,Pencils
40930,1,122291,9,Greeting Cards
40931,1,122300,10,Toothpaste
40932,1,122300,10,Toothpaste
40933,1,122300,10,Candy Bar
40934,1,122300,10,Candy Bar
40935,1,122300,10,Candy Bar
40936,8,122306,2,Toothbrush
40937,2,122306,2,Bow
40938,2,122306,2,Bow
40939,4,122306,2,Bow
40940,2,122306,2,Bow
40941,4,122306,2,Bow
40942,4,122315,5,Candy Bar
40943,4,122315,5,Candy Bar
40944,4,122315,5,Candy Bar
40945,4,122315,5,Pencils
40946,4,122321,6,Candy Bar
40947,18,122324,2,Pens
40948,1,122333,10,Shampoo
40949,7,122336,3,Soap
40950,1,122339,7,Photo Processing
40951,1,122339,7,Photo Processing
40952,4,122354,10,Shampoo
40953,4,122354,10,Shampoo
40954,4,122354,10,Shampoo
40955,4,122354,10,Shampoo
40956,4,122354,10,Shampoo
40957,1,122357,8,Toothpaste
40958,1,122360,10,Shampoo
40959,1,122360,10,Pencils
40960,1,122372,9,Bow
40961,10,122381,8,Pencils
40962,1,122390,9,Bow
40963,2,122405,2,Toothpaste
40964,2,122405,2,Candy Bar
40965,2,122405,2,Greeting Cards
40966,1,122408,10,Wrapping Paper
40967,4,122420,9,Bow
40968,4,122429,7,Bow
40969,1,122438,1,Pens
40970,1,122444,3,Candy Bar
40971,1,122444,3,Candy Bar
40972,1,122444,3,Candy Bar
40973,1,122444,3,Candy Bar
40974,1,122444,3,Candy Bar
40975,1,122444,3,Candy Bar
40976,1,122444,3,Toothpaste
40977,1,122444,3,Toothpaste
40978,1,122444,3,Toothpaste
40979,1,122444,3,Toothpaste
40980,1,122444,3,Toothpaste
40981,1,122444,3,Toothpaste
40982,1,122444,3,Toothpaste
40983,1,122444,3,Toothpaste
40984,1,122444,3,Pencils
40985,1,122444,3,Pencils
40986,1,122444,3,Pencils
40987,1,122444,3,Pencils
40988,1,122453,4,Wrapping Paper
40989,2,122453,4,Pens
40990,2,122453,4,Pens
40991,1,122462,1,Pens
40992,1,122465,1,Wrapping Paper
40993,18,122483,2,Toothbrush
40994,2,122483,2,Bow
40995,5,122483,2,Bow
40996,2,122483,2,Bow
40997,2,122483,2,Bow
40998,3,122483,2,Bow
40999,2,122483,2,Bow
41000,2,122489,10,Bow
41001,2,122492,5,Bow
41002,2,122492,5,Pens
41003,1,122501,10,Bow
41004,1,122504,10,Bow
41005,1,122510,5,Soap
41006,1,122510,5,Soap
41007,3,122510,5,Soap
41008,3,122513,1,Soap
41009,1,122513,1,Soap
41010,1,122516,6,Soap
41011,1,122531,3,Toothpaste
41012,1,122531,3,Toothpaste
41013,1,122531,3,Toothpaste
41014,1,122531,3,Toothpaste
41015,4,122531,3,Toothpaste
41016,1,122531,3,Toothpaste
41017,3,122531,3,Toothpaste
41018,1,122531,3,Pencils
41019,1,122531,3,Candy Bar
41020,1,122531,3,Candy Bar
41021,2,122540,6,Bow
41022,2,122552,1,Soap
41023,1,122555,9,Candy Bar
41024,1,122555,9,Candy Bar
41025,1,122555,9,Toothpaste
41026,1,122555,9,Toothpaste
41027,1,122555,9,Pencils
41028,4,122567,10,Pens
41029,2,122573,2,Bow
41030,2,122573,2,Bow
41031,2,122573,2,Bow
41032,2,122573,2,Bow
41033,6,122573,2,Soap
41034,6,122573,2,Soap
41035,2,122576,1,Bow
41036,2,122582,2,Bow
41037,1,122594,9,Candy Bar
41038,1,122597,3,Candy Bar
41039,1,122600,8,Wrapping Paper
41040,2,122600,8,Wrapping Paper
41041,1,122600,8,Wrapping Paper
41042,1,122600,8,Wrapping Paper
41043,5,122600,8,Wrapping Paper
41044,2,122600,8,Wrapping Paper
41045,1,122600,8,Wrapping Paper
41046,1,122603,5,Wrapping Paper
41047,4,122609,1,Photo Processing
41048,1,122615,1,Toothpaste
41049,2,122621,2,Shampoo
41050,1,122621,2,Bow
41051,2,122621,2,Magazine
41052,2,122621,2,Magazine
41053,1,122624,9,Magazine
41054,1,122624,9,Magazine
41055,1,122627,1,Photo Processing
41056,2,122627,1,Photo Processing
41057,1,122627,1,Photo Processing
41058,1,122627,1,Photo Processing
41059,1,122630,7,Photo Processing
41060,1,122630,7,Photo Processing
41061,1,122633,6,Magazine
41062,1,122633,6,Magazine
41063,1,122639,7,Shampoo
41064,1,122639,7,Shampoo
41065,2,122639,7,Shampoo
41066,1,122639,7,Shampoo
41067,2,122642,4,Shampoo
41068,1,122651,5,Toothpaste
41069,3,122663,8,Pens
41070,14,122663,8,Greeting Cards
41071,14,122663,8,Greeting Cards
41072,1,122663,8,Prescription Med
41073,1,122663,8,Prescription Med
41074,2,122663,8,Prescription Med
41075,1,122663,8,Prescription Med
41076,1,122663,8,Wrapping Paper
41077,4,122666,4,Greeting Cards
41078,2,122672,5,Bow
41079,2,122675,8,Bow
41080,1,122678,7,Candy Bar
41081,1,122678,7,Candy Bar
41082,1,122681,10,Candy Bar
41083,1,122681,10,Candy Bar
41084,1,122681,10,Toothpaste
41085,1,122681,10,Toothpaste
41086,1,122681,10,Pencils
41087,1,122687,8,Toothpaste
41088,1,122693,8,Toothpaste
41089,2,122693,8,Candy Bar
41090,2,122693,8,Candy Bar
41091,1,122693,8,Candy Bar
41092,2,122693,8,Candy Bar
41093,2,122693,8,Greeting Cards
41094,10,122693,8,Toothbrush
41095,10,122693,8,Toothbrush
41096,2,122696,5,Candy Bar
41097,2,122696,5,Candy Bar
41098,2,122696,5,Candy Bar
41099,2,122696,5,Greeting Cards
41100,2,122702,3,Pens
41101,1,122705,4,Bow
41102,2,122711,1,Candy Bar
41103,2,122711,1,Candy Bar
41104,2,122714,10,Candy Bar
41105,2,122714,10,Greeting Cards
41106,2,122714,10,Toothpaste
41107,1,122720,8,Pencils
41108,2,122723,4,Bow
41109,1,122747,5,Wrapping Paper
41110,4,122747,5,Wrapping Paper
41111,1,122747,5,Prescription Med
41112,1,122747,5,Prescription Med
41113,1,122747,5,Prescription Med
41114,1,122747,5,Prescription Med
41115,1,122747,5,Prescription Med
41116,1,122747,5,Prescription Med
41117,1,122747,5,Prescription Med
41118,1,122750,8,Toothbrush
41119,8,122756,2,Toothpaste
41120,9,122756,2,Toothpaste
41121,8,122756,2,Toothpaste
41122,8,122756,2,Toothpaste
41123,8,122756,2,Toothpaste
41124,6,122756,2,Toothpaste
41125,8,122756,2,Toothpaste
41126,8,122756,2,Toothpaste
41127,1,122756,2,Prescription Med
41128,8,122756,2,Pencils
41129,5,122759,3,Toothpaste
41130,23,122762,8,Toothpaste
41131,1,122762,8,Toothpaste
41132,4,122768,9,Soap
41133,2,122768,9,Soap
41134,8,122768,9,Soap
41135,2,122768,9,Soap
41136,2,122768,9,Soap
41137,2,122768,9,Pens
41138,2,122768,9,Pens
41139,2,122771,8,Soap
41140,2,122783,4,Greeting Cards
41141,1,122789,7,Soap
41142,6,122789,7,Soap
41143,3,122792,6,Bow
41144,1,122792,6,Bow
41145,1,122792,6,Bow
41146,1,122792,6,Bow
41147,2,122807,1,Toothpaste
41148,2,122807,1,Toothpaste
41149,2,122807,1,Candy Bar
41150,2,122807,1,Candy Bar
41151,4,122810,1,Toothbrush
41152,4,122813,6,Toothbrush
41153,1,122813,6,Soap
41154,1,122813,6,Soap
41155,1,122813,6,Soap
41156,2,122813,6,Soap
41157,1,122828,4,Toothpaste
41158,1,122828,4,Toothpaste
41159,1,122828,4,Candy Bar
41160,1,122828,4,Candy Bar
41161,1,122828,4,Candy Bar
41162,1,122828,4,Candy Bar
41163,2,122828,4,Candy Bar
41164,16,122831,9,Soap
41165,4,122831,9,Bow
41166,2,122831,9,Bow
41167,2,122831,9,Bow
41168,2,122831,9,Bow
41169,2,122831,9,Bow
41170,2,122831,9,Bow
41171,16,122837,10,Toothbrush
41172,2,122843,10,Bow
41173,1,122843,10,Bow
41174,1,122843,10,Bow
41175,4,122843,10,Toothbrush
41176,2,122843,10,Wrapping Paper
41177,2,122846,7,Bow
41178,4,122849,6,Bow
41179,4,122852,5,Toothpaste
41180,2,122852,5,Soap
41181,1,122855,8,Bow
41182,1,122855,8,Bow
41183,1,122855,8,Bow
41184,1,122855,8,Bow
41185,2,122855,8,Bow
41186,2,122864,5,Candy Bar
41187,2,122864,5,Candy Bar
41188,2,122864,5,Candy Bar
41189,2,122864,5,Toothpaste
41190,1,122864,5,Greeting Cards
41191,1,122864,5,Greeting Cards
41192,8,122867,4,Toothbrush
41193,3,122867,4,Bow
41194,3,122867,4,Bow
41195,3,122867,4,Bow
41196,2,122867,4,Bow
41197,5,122867,4,Bow
41198,3,122867,4,Bow
41199,5,122867,4,Bow
41200,1,122867,4,Candy Bar
41201,1,122867,4,Candy Bar
41202,1,122870,4,Toothbrush
41203,1,122870,4,Bow
41204,1,122870,4,Bow
41205,1,122870,4,Bow
41206,1,122870,4,Bow
41207,1,122870,4,Bow
41208,4,122870,4,Bow
41209,3,122876,10,Bow
41210,8,122879,10,Toothbrush
41211,8,122888,8,Pencils
41212,2,122891,4,Soap
41213,8,122897,6,Toothbrush
41214,6,122906,4,Toothbrush
41215,2,122912,1,Candy Bar
41216,1,122915,10,Candy Bar
41217,12,122918,8,Candy Bar
41218,1,122936,7,Toothpaste
41219,2,122942,10,Candy Bar
41220,2,122942,10,Candy Bar
41221,1,122945,3,Candy Bar
41222,1,122948,10,Soap
41223,4,122951,8,Pens
41224,4,122951,8,Toothpaste
41225,3,122951,8,Toothpaste
41226,4,122951,8,Toothpaste
41227,3,122951,8,Toothpaste
41228,3,122951,8,Toothpaste
41229,1,122954,2,Pens
41230,6,122954,2,Wrapping Paper
41231,2,122954,2,Wrapping Paper
41232,2,122954,2,Soap
41233,2,122954,2,Soap
41234,4,122954,2,Soap
41235,2,122954,2,Soap
41236,2,122960,2,Toothbrush
41237,2,122963,5,Soap
41238,1,122966,9,Toothpaste
41239,1,122966,9,Toothpaste
41240,1,122966,9,Candy Bar
41241,1,122966,9,Candy Bar
41242,1,122966,9,Candy Bar
41243,1,122966,9,Candy Bar
41244,1,122975,2,Pens
41245,1,122984,4,Toothpaste
41246,4,122987,7,Perfume
41247,2,122993,4,Greeting Cards
41248,2,122996,10,Greeting Cards
41249,2,122996,10,Greeting Cards
41250,2,122996,10,Pencils
41251,1,122999,6,Pens
41252,5,123002,4,Pens
41253,2,123005,5,Pencils
41254,2,123005,5,Greeting Cards
41255,1,123008,5,Toothpaste
41256,1,123011,3,Greeting Cards
41257,1,123011,3,Candy Bar
41258,1,123011,3,Candy Bar
41259,1,123014,6,Greeting Cards
41260,1,123014,6,Pens
41261,1,123014,6,Candy Bar
41262,1,123020,4,Bow
41263,1,123026,4,Soap
41264,1,123029,1,Soap
41265,2,123029,1,Toothbrush
41266,2,123035,4,Toothbrush
41267,2,123035,4,Pens
41268,1,123038,9,Bow
41269,2,123044,9,Photo Processing
41270,2,123044,9,Photo Processing
41271,3,123047,6,Wrapping Paper
41272,1,123053,1,Pens
41273,2,123053,1,Toothbrush
41274,1,123056,6,Bow
41275,1,123056,6,Bow
41276,1,123056,6,Bow
41277,1,123059,3,Bow
41278,1,123062,5,Markers
41279,1,123062,5,Markers
41280,2,123065,10,Perfume
41281,1,123065,10,Perfume
41282,2,123071,3,Pens
41283,2,123077,2,Toothpaste
41284,1,123077,2,Toothpaste
41285,2,123077,2,Toothpaste
41286,2,123077,2,Toothpaste
41287,1,123077,2,Toothpaste
41288,1,123077,2,Toothpaste
41289,1,123077,2,Toothpaste
41290,2,123077,2,Toothpaste
41291,2,123077,2,Toothpaste
41292,4,123077,2,Toothpaste
41293,1,123077,2,Toothpaste
41294,1,123077,2,Toothpaste
41295,1,123077,2,Greeting Cards
41296,1,123077,2,Greeting Cards
41297,2,123077,2,Greeting Cards
41298,2,123077,2,Pencils
41299,2,123077,2,Pencils
41300,4,123077,2,Pencils
41301,27,123086,5,Toothpaste
41302,32,123086,5,Toothpaste
41303,1,123089,8,Soap
41304,1,123089,8,Pain Reliever
41305,6,123092,7,Pain Reliever
41306,3,123095,4,Pain Reliever
41307,2,123098,6,Pain Reliever
41308,1,123104,4,Prescription Med
41309,1,123107,6,Photo Processing
41310,1,123107,6,Photo Processing
41311,1,123110,8,Wrapping Paper
41312,1,123116,9,Pain Reliever
41313,1,123140,1,Shampoo
41314,1,123143,5,Photo Processing
41315,1,123152,5,Photo Processing
41316,1,123158,3,Toothpaste
41317,1,123158,3,Candy Bar
41318,1,123158,3,Greeting Cards
41319,1,123161,9,Candy Bar
41320,1,123167,9,Greeting Cards
41321,1,123176,4,Magazine
41322,1,123176,4,Magazine
41323,5,123188,5,Perfume
41324,5,123191,8,Perfume
41325,1,123194,5,Pens
41326,1,123197,10,Pens
41327,3,123200,8,Pencils
41328,3,123200,8,Pencils
41329,3,123200,8,Magazine
41330,1,123206,8,Magazine
41331,18,123224,1,Toothbrush
41332,2,123227,1,Toothbrush
41333,1,123230,2,Magazine
41334,1,123233,7,Photo Processing
41335,1,123233,7,Magazine
41336,1,123236,1,Toothbrush
41337,10,123236,1,Perfume
41338,10,123236,1,Perfume
41339,11,123245,1,Perfume
41340,11,123245,1,Perfume
41341,1,123245,1,Toothbrush
41342,60,123254,3,Toothbrush
41343,10,123254,3,Perfume
41344,10,123263,6,Pain Reliever
41345,40,123266,10,Pain Reliever
41346,1,123269,3,Toothbrush
41347,1,123269,3,Pens
41348,1,123272,3,Pens
41349,3,123290,1,Perfume
41350,3,123299,1,Perfume
41351,5,123305,1,Candy Bar
41352,6,123305,1,Candy Bar
41353,3,123308,10,Perfume
41354,1,123308,10,Perfume
41355,2,123311,10,Toothbrush
41356,5,123317,4,Pencils
41357,2,123317,4,Toothpaste
41358,2,123317,4,Toothpaste
41359,2,123317,4,Toothpaste
41360,3,123317,4,Toothpaste
41361,3,123323,5,Toothpaste
41362,6,123323,5,Pencils
41363,1,123326,5,Pencils
41364,1,123326,5,Candy Bar
41365,1,123332,8,Perfume
41366,1,123332,8,Perfume
41367,2,123344,3,Pens
41368,1,123347,10,Toothpaste
41369,2,123347,10,Pencils
41370,1,123347,10,Pencils
41371,1,123347,10,Pencils
41372,1,123347,10,Candy Bar
41373,1,123347,10,Candy Bar
41374,1,123347,10,Candy Bar
41375,1,123347,10,Candy Bar
41376,1,123347,10,Candy Bar
41377,2,123347,10,Magazine
41378,1,123353,8,Pens
41379,8,123353,8,Toothbrush
41380,2,123353,8,Toothbrush
41381,1,123353,8,Perfume
41382,2,123353,8,Perfume
41383,11,123353,8,Perfume
41384,11,123353,8,Perfume
41385,2,123353,8,Perfume
41386,8,123356,8,Perfume
41387,8,123356,8,Perfume
41388,2,123356,8,Candy Bar
41389,2,123356,8,Candy Bar
41390,2,123356,8,Pencils
41391,1,123365,10,Toothpaste
41392,2,123368,6,Bow
41393,1,123377,2,Bow
41394,1,123380,5,Toothpaste
41395,2,123383,7,Toothpaste
41396,2,123389,1,Bow
41397,1,123392,10,Magazine
41398,1,123395,1,Bow
41399,1,123395,1,Bow
41400,1,123404,8,Candy Bar
41401,1,123407,6,Wrapping Paper
41402,1,123407,6,Pencils
41403,2,123410,1,Wrapping Paper
41404,2,123419,6,Wrapping Paper
41405,2,123419,6,Wrapping Paper
41406,2,123422,6,Wrapping Paper
41407,1,123425,2,Greeting Cards
41408,1,123425,2,Greeting Cards
41409,1,123425,2,Greeting Cards
41410,1,123425,2,Pencils
41411,1,123431,7,Soap
41412,3,123437,8,Greeting Cards
41413,1,123437,8,Toothpaste
41414,1,123437,8,Toothpaste
41415,2,123449,7,Toothpaste
41416,1,123455,2,Toothpaste
41417,1,123455,2,Toothpaste
41418,1,123455,2,Toothpaste
41419,1,123455,2,Toothpaste
41420,1,123455,2,Greeting Cards
41421,1,123470,10,Magazine
41422,1,123470,10,Pencils
41423,1,123470,10,Pencils
41424,1,123470,10,Pencils
41425,1,123479,7,Photo Processing
41426,1,123479,7,Photo Processing
41427,3,123485,10,Greeting Cards
41428,3,123485,10,Magazine
41429,1,123491,1,Magazine
41430,2,123494,5,Perfume
41431,2,123497,8,Bow
41432,1,123506,7,Pencils
41433,1,123509,8,Greeting Cards
41434,1,123512,3,Pencils
41435,1,123512,3,Pencils
41436,1,123512,3,Magazine
41437,1,123518,6,Pens
41438,1,123524,7,Candy Bar
41439,1,123524,7,Candy Bar
41440,1,123524,7,Pencils
41441,1,123524,7,Toothpaste
41442,1,123530,4,Photo Processing
41443,1,123530,4,Prescription Med
41444,1,123530,4,Prescription Med
41445,1,123530,4,Prescription Med
41446,3,123539,5,Greeting Cards
41447,1,123542,3,Candy Bar
41448,1,123542,3,Toothpaste
41449,1,123548,10,Pain Reliever
41450,1,123548,10,Pain Reliever
41451,2,123554,6,Candy Bar
41452,2,123554,6,Candy Bar
41453,2,123554,6,Magazine
41454,2,123554,6,Pencils
41455,2,123557,6,Pencils
41456,2,123566,2,Toothbrush
41457,1,123566,2,Soap
41458,1,123566,2,Soap
41459,1,123566,2,Soap
41460,4,123566,2,Magazine
41461,1,123566,2,Magazine
41462,1,123566,2,Shampoo
41463,1,123566,2,Shampoo
41464,2,123566,2,Shampoo
41465,1,123566,2,Shampoo
41466,1,123566,2,Shampoo
41467,1,123569,3,Perfume
41468,1,123575,7,Candy Bar
41469,3,123575,7,Perfume
41470,1,123587,1,Pens
41471,1,123587,1,Magazine
41472,1,123587,1,Magazine
41473,1,123602,8,Magazine
41474,1,123605,4,Toothpaste
41475,1,123608,8,Magazine
41476,1,123614,1,Pens
41477,1,123614,1,Pens
41478,1,123617,1,Pens
41479,2,123623,2,Pens
41480,1,123626,5,Candy Bar
41481,1,123632,6,Perfume
41482,1,123635,7,Greeting Cards
41483,1,123638,8,Magazine
41484,1,123638,8,Magazine
41485,1,123650,7,Magazine
41486,1,123662,1,Magazine
41487,1,123662,1,Magazine
41488,1,123665,6,Wrapping Paper
41489,1,123668,9,Toothpaste
